UniProtKB Gene Name symbol,HGNC ID
ST8SIA5,17827
,42691
C21ORF37,1277
,41803
,
,36365
,46336
,39330
,41817
CEP95,25141
,42555
,42483
,46429
,39742
,
,24348
,31060
,
,
,
,
,
,
,41652
CXADR,2559
,41834
,
,39253
HCMT1C,10075
RNMT,10075
QSOX2,30249
PIAS2,17311
,38076
GALK2,4119
,
,
BTG3,1132
,3283
,49353
,10300
,39606
,
,
C15ORF62,34489
EPPIN,38825
,1264
,
DOCK3,2989
,
,
,38025
,16622
,
,
,
,
MANF,15461
,24410
WFDC8,16163
TPM1,12010
,32278
,46513
RBM15B,24303
WFDC9,20380
EURL,16459
DKFZP781D1223,16459
,43563
MROH1,26958
,
,
,
,
,
,
,
,
,
,
,13065
,
,
,
,
CRTC3,26148
,44604
,31558
KM-PA-2,15519
BOP1,15519
,38945
ZFYVE19,20758
,
,
,
,
CSTF1,2483
,
,
,
CHODL,17807
VPRBP,30911
,
,
,38333
,
,
,45906
,47669
,
SCXA,
,44332
,42474
,42503
WFDC10A,16139
,35682
,
,
,43491
,48132
CYFIP1,13759
,17762
,48205
,
WFDC11,20478
,27345
,
,
,32882
,35618
,
,45679
,
,
WFDC10B,20479
,
,
TMPRSS15,9490
PRSS7,9490
,43293
,38383
,
,
WFDC13,16131
,35391
,
,
,
,
,
,
SPINT4,16130
,
,
,
,
,
,
HSF1,5224
,
,
,
,
,44327
,
RAD54L2,29123
IDH3B,5385
,42649
,
KATNAL2,25387
WFDC3,15957
,37307
,39271
,49103
,39937
CASS4,15878
,46634
,
,35742
,43702
,
,42807
,36101
,
,
,47378
,32883
,
,36981
,
NCAM2,7657
,
,
,
,
,43468
,35417
,39446
,17138
,
,
,42624
,49097
,47835
,39576
,5268
PPP1R14D,14953
,35471
,23808
,10324
,31555
,
,
,48815
,35749
,
,42606
,
,42698
,23766
,
,
,42497
,
,41967
,
,
DGAT1,2843
,39337
,
,39410
FAM227B,26543
,39577
,18461
,
,39770
,42617
,
,39915
,46391
,39916
MC5R,6933
,
,42496
,42769
,41836
,39848
,
,
,42607
,37925
,19917
,42704
MC2R,6930
,
,
,45748
,42489
,
,
LACTB,16468
,42499
,
,
,
,38380
,4160
,
,42005
,26393
,48712
,40006
,
,42678
BLM,1058
,
,31499
,49118
,
,31518
,
,16566
,49117
,43354
,47406
,42808
,
,
MRPL39,14027
,24504
,36328
,43355
,
,31094
,
SCRT1,15950
,49099
,
,42785
,
,
,42701
,42673
,38212
ZNF519,30574
,42723
,
,16221
,31311
,
,
CTSZ,2547
,44316
,
,4345
,42571
,40724
TMEM249,
RTFDC1,15890
,42008
,30849
,16136
,38139
,46354
,
,
,16599
,
,40008
,
,15343
,40007
,
,
,
,
,
,
,34078
,16455
,47630
,
SPINT1,11246
,27061
,
,
,16184
,
,
,23079
,45750
,16458
,
,49050
,
,
,
,11360
,48241
,33118
,
,
,27245
,
,
,
,16727
,39774
,33117
,
,
,17220
,
,
,49046
,
,
,41734
,
,41602
,
,31504
,42010
,
EBF4,29278
,38198
,27522
,39897
,38314
,42616
,47957
,39896
,
,42978
,40427
,36475
,40428
,
,
,36641
,41723
,47151
,
,
,42686
,
TUBB1,16257
,
,49113
,
,
,10031
,39679
FGF7,3685
,15344
,
,46038
,
,
,8406
,49317
POTEC,33894
,
,
,
,39345
,48476
,
,33685
,
,
,
,39445
,33686
,15107
DNTTIP1,16160
,33684
,48346
,48846
TCEB3CL2,33511
,36256
,35398
,3635
JAM2,14686
,27244
,32903
,42004
,36744
,
,
,31404
,36168
,31885
SLC52A2,30224
,27655
,42449
,
ATP5E,838
TCEB3CL,31007
,46777
,
,
,48094
,39776
,
,
,42432
,
,39666
,31021
RPS27L,18476
,
,42710
,
,
,15101
,37753
,42731
,46503
,41633
TCEB3C,24617
,47517
,39417
,
,
,
,
,47573
,16202
,8275
,49403
,42494
,17490
,
,
,39788
,
,15113
,
,43476
,47343
,
,46989
,
,10561
,16582
,
,39316
,32803
TCEB3B,30771
,
,47671
,42544
,18930
,41697
,45725
,42040
,
,38355
FOXD4,3805
,
,43356
,
,42658
,
,18929
,41670
,
,41894
,41793
,39791
,18950
,
,41845
,16553
,
,
,42030
,18951
,44089
,
,
,
,36388
,
,18952
,16557
,
,
,
,36284
,
,
,16194
,18954
,35906
,
,
,18948
,42608
,45835
,
,18949
,
,
RAB8B,30273
,39850
,18934
,
,
,
,
,
,
,35627
,12498
,49341
,16531
,42570
UBE2C,15937
,
,
,
,
,
,
,42569
,
,
,30152
,
,
,1145
,
GCNT7,16099
GCNT,16099
,
,31059
SLMO2,15892
,
,
FBXL6,13603
,
,
,42556
,44491
,
,44313
,46479
,42508
,33915
HDHD2,25364
,42485
,
,
,39803
,16577
,
,42721
,
,47241
ATP5J,847
,16579
,42720
,
,16543
,42732
,46880
,23683
,42482
,47191
ZBTB26,23383
,
,35496
,45895
,
FAM209A,16100
,16201
,
,42708
DTWD1,30926
,
,
,8588
,16594
,
CPXM1,15771
,
,37193
,
,27890
,45658
FAM209B,16101
,
,
,42202
,
,
,48122
,
,47078
,47316
,
,43375
,
,
,
,
,
,
,
,39714
,16588
,48419
,34282
,
,16334
,39274
,31054
,37368
,
,
RHOV,18313
,
,16585
,37293
,
,23678
,49121
,
,49407
FURIN,8568
,40874
,
,
NIPA2,17044
,39952
,
,
,
,
,
,34271
IER3IP1,
,
,
,
,48473
,39611
,
,
,16571
ADCK5,21738
,
,
,16572
,27239
,42012
,41866
,
,45793
,
,
,
,43705
,
,
GABPA,4071
,
,
,49021
,
,47155
,47728
,46587
TFAP2C,11744
,32713
,
,
,
,1126
,9626
,
,33209
,
,36143
,35383
,
,33613
,16583
ZNF831,16167
,2751
,10208
,
TNNC2,11944
,
VPS18,15972
,10209
,
,
,31095
APH1B,24080
APH-1B,24080
,47317
,
,46656
,41023
,35360
,
,45671
,
,4985
,
,
,
,34035
,49401
,
,44193
,
,16742
,
,
,140
,41024
,46030
RABGAP1,17155
,
,
,48549
,39895
,45798
,38561
IER3IP1,18550
,
,32574
,
,42491
,
,
,
,
,39672
,
,
,38939
,43357
,34061
,
,49045
,43424
,44552
,
,16532
,
,
,46326
,43376
,
,38202
,43358
,
,
,23569
,37667
,16533
,36572
EDN3,3178
DLL4,2910
,46478
,
,
,16534
,42700
,
,
,
,43430
,
TMEM239,40044
,32029
,46654
,
,46933
,32186
,
,33210
,46826
,
,49109
TMEM239,
,37912
,42783
,
ANKRD30B,24165
,37440
BMP7,1074
,
,
,49107
,25003
SKOR2,32695
C20ORF141,16134
,42487
,36077
P/CL.18,2324
CPSF1,2324
,
,38159
,33211
,
,
,49412
,
,
,
,
,
GPR21,4476
,
,36564
,
,
,
CBWD1,17134
,45015
,42048
,
,48359
,
,33615
,46438
,35145
,
,
,
,32031
,
,
,35139
,
,
,
,
,40631
,
,42045
,
,
,1285
,827
,
,
,39596
,
,42609
,
,
,
,
,
,
,40106
,
,39805
,16559
,
,
,46363
,
,48745
,46125
,46706
,32666
,41862
,16237
,40844
,33989
,
,
,
,
,49106
,
,
,46623
,43390
,
,49026
,16584
,16080
,42709
,
,32030
PCED1A,16212
,48616
,8395
,42551
,
,38166
,39549
,
,
,39709
,16597
,39603
,
,
,37628
,
,
,
,34036
,
,
,
,49062
,
,
,
,
,43708
,
,
,32033
,42567
,42642
,9628
,
,
,39710
,
,
SMAD2,6768
,42557
,37666
,30901
,
,39391
,42035
,37485
,42034
,
,42050
,
,42699
,46779
,42669
ATP8B4,13536
,
,42562
,
,42638
,
,
STRBP,16462
DKFZP434P151,16462
,37806
,22567
,
SLC39A4,17129
FES,3657
,39459
,
NIPA1,17043
,
,42765
,
,42645
SPO11,11250
,38056
,
,
,7016
,42773
,15865
,
,48232
CA12,1371
,
,
,41853
,39616
,42725
,
,33586
,48643
,
,
,
,
,32318
,36577
,48461
,
,42768
,43704
,
,41969
,48071
,48295
,49041
,
PHACTR3,15833
,38485
,
,42777
,47929
,39527
,48420
,35430
,
,
,
,49028
,
,
,
,49466
,
,
,
,42671
C9ORF66,26436
,
,42061
,
ROCK1,10251
,
,39455
,49159
,
,
,48762
,39678
,
,36202
,43703
,42610
,
,
,46711
,39675
CHAC1,28680
,31002
,33396
,48388
,31976
VPS28,18178
,32878
,49043
,
,
,42565
,42742
,
,42021
,39947
,42706
,39612
,42705
,44966
,
,
,
,39268
,43377
,
,
,47501
,
,37880
,
,
,
,
,23564
,31000
,44303
,39137
,
,
,47677
,
,
,33523
,
,
,
,23773
,
,16598
,
,10427
,42575
,
,38697
,31061
,
C20ORF161,16154
SNX21,16154
,
,39887
,23765
,
,41340
,
,
,46077
,43550
,
,825
,39886
,45864
,35834
,
,49414
,
,16606
,
,
,
,37154
,44305
,32630
,
,
,30999
,35188
,16554
,46359
,
,
,10356
,
,
,
,
,35889
,
TONSL,
,39529
CRB2,18688
,
,
,
,49408
,
,
,42468
,
RAE1,9828
,
,
,31004
,39613
,
,
,
,
,
,
,
VPS16,14584
,31980
,43359
,16189
,
GOLGA8I,26660
,47562
,41703
,
,39138
,
,35959
,
,
,
,
,16540
,
,46756
,
,
,
,46272
,
,
,
,
,
,
,
,39610
,
IQSEC3,29193
,
,
,48360
,
,
,39027
,27304
,
,43378
,37101
,
,
,
,
,
APP,620
,
,37669
,
,47916
ACOT8,15919
,37486
,
INO80,26956
,
,43379
,
,
,33655
,31920
,
,34101
,37664
,
,
,
,
,44335
,
,
,
,
,
,39552
,
,
,
,
,
,
,
,
,
,26817
,
,8271
,45042
SLC27A2,10996
,
,
,8262
,
,44415
,8255
,
,2486
,
,
,
,
,47792
,
,
,8251
,
,16440
,
,
,
,
,
,8278
,43754
TUBA3C,12408
TUBA2,12408
,
,
,
,41964
,
,8279
,
,
,8239
,
,38559
,
,38492
,
,
,13948
,38495
,
,
,
,8177
,
,48220
,
,
,
,18796
,47977
,
,
,
,33448
,45825
,
,
,
,
,38267
,13982
,
,
,
,
,
,
,46581
,
,45863
,
,
,
,
,24398
,16542
,
,46916
,
,
,
,
,
,
,40759
,
MTRNR2L3,37157
,
,
,
,46738
,
,46610
,
,45084
,
,37432
,
,
,
,31476
,
,
,
,
,
,31483
,16182
,
,
,
,
,
,37186
,
,
,
,45131
,
,43773
,
RBM38,15818
RNPC1,15818
,
DOCK8,19191
,
,
DENND1A,29324
,
,
,47700
,31481
,
,16222
,
,
,
,
,
,46560
,47640
,16724
,37480
GREB1L,31042
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,32919
,
,
CYYR1,16274
,
SYCP2,11490
,47632
,48824
HDC,4855
,
,37315
,
,37487
,
,
,
,
,37665
,
TPTE2,17299
,
,33212
,
,
,
,
,
USP3,12626
,32032
,
ZBTB7C,31700
,
,
,
,
,
,31606
,17222
,15794
,31614
ADAMTS1,217
,16593
,38268
,
,
,
,
,47705
,16549
,16414
,37881
,43765
,43380
,18098
,
,
,18102
,
LHX2,6594
,39374
,
,16224
,
,
,
,
,
,
,43188
,41424
,
,
,
,
,41940
,47347
,
,
,5726
,38204
,23681
,31501
,
,
,
,
,
,
,48436
,
,37668
,43381
,
,
,
,43382
,
,
,
,37876
,36617
,
ADAMTS5,221
,44409
,39530
,
,
,16256
,
,
,31003
,35389
,42469
MPHOSPH8,29810
,
,
,
,39614
,
PRRC2A,13918
,
,
,
,
,
,26592
EXD1,28507
,
,
,43183
,
,996
,
,
,
,
,
,
,9598
,
,1294
,38493
,38118
,
,
,38496
,
,16069
N6AMT1,16021
,
,20469
,10343
,
,30334
,39918
,
,
,
,33140
,
,10408
,16335
,48361
,9290
,
,42177
,
,16109
,46527
,
,
,
,
,16575
,
,
MAN2A2,6825
,
,
,16556
,47119
,
KANK1,19309
HKANK-L,19309
,45155
,27858
PSPC1,20320
,
,
,46426
,
,
,
,
,
,49417
,
,
GOLGA6L2,26695
,
,49155
,41815
,
,16580
,35192
,
,
,16586
,
,
,
,
,
,48539
,
,32056
,43189
,10320
,
,
,
,34034
,31408
,16339
,
,
,
,
,40659
,47955
,
,41397
,
,
,
,
,32900
,32048
,48988
,3640
,
NEK6,7749
,
,
,
,
,23274
,4509
,
,16240
,31342
,8258
,
,32133
,
,8256
,47370
,
,43383
,49154
,33458
,
,32572
,
,4946
,
,
DMRT1,2934
,
,41783
,13977
,
GABPB1,4074
MKRN3,7114
,
,37936
,
,
,13985
,
,
,
CTIF,23925
,
,39758
,
,44421
,48123
,33456
,
,
,41800
,22930
,
,
,
,
,46803
,43664
,
,
,
,
,47364
DMRT3,13909
,44569
,47331
,16120
,
,48302
,
,
,
,
,
ZMYM5,13029
,10318
,16113
IGLL1,5870
,
,35281
,7094
LTN1,13082
,
,
,31739
,38497
,
,38494
MAGEL2,6814
,
,
,38498
,30983
,
,
,
,
,
,43184
NDN,7675
,21669
,43654
,48363
,
,41898
,41859
ZSWIM3,16157
,
,23482
PSMB7,9544
,
,
,
,
,
NPAP1,1190
,39920
,
,16569
,
DMRT2,2935
,11613
,21241
ZSWIM1,16155
,28452
,
CTCFL,16234
,36240
,
,21196
CHP1,17433
HYAL2,5321
SERINC2,23231
,
,
SPATA25,16158
,
,46128
,21395
,
,47182
,35290
,
,16802
,
,
,
,22927
,
,
NEURL2,16156
,48562
,16801
,22926
,49516
,4965
,
,18965
,44362
,9289
,37371
,
,23478
,43640
C5ORF30,25052
,33450
,43601
,33449
,
,
,
,22919
,
GPR144,18651
,4969
,
,
,47761
OIP5,20300
C22ORF43,28031
,
,
,
,23477
,22925
,15801
,
,
,23425
,
,48156
,
,7093
,39617
,
,
,
,21243
,
,39949
,33461
,19394
,
,14003
,33462
,36868
,
,
,41311
,4339
,39528
,10339
,
RWDD2B,1302
,
LSM14A,24489
,4939
NR5A1,7983
,
,
,22278
,32049
,13947
,46358
,29375
,
,49156
SMAD7,6773
FAM217B,16170
,
,4941
,31737
PTPRA,9664
,
,47530
,
,
,5761
,36810
,
,46953
,
,
,
,
,
,
,29779
,22922
TUSC2,17034
PPP1R3D,9294
BRD2,1103
DKFZP313H139,1103
,
,16337
,
,45995
,
,47722
,
,
,4967
,16186
,48256
,19393
,48129
SNRPN,11164
,16601
,49157
,
,
,43011
,
,
,45195
,46976
,3478
,
,
,
,47900
,
,
,47079
,36257
,
,49473
,44311
,
,
,
MYOM2,7614
,
,
,
NR6A1,7985
,
,49158
,
,
,
,33376
,16574
,
,
,
,
,46593
,
,5762
,
,
,42095
,
,
,
,44194
,41812
,
,7017
,
,
,5773
,46323
,5813
,
,
,
,5812
,
,
,
,5833
,
CDH26,15902
RGL4,31911
,16605
,
,5772
,
,
,
,
,10443
,
,
,44181
,
,46172
,10352
,
,16537
PPGB,9251
CTSA,9251
,
,46089
,
,16538
,
,
,
,
,10792
,1845
,43294
,
,16590
,
,
,
,
,46510
,
,
,
,16545
,
,
,
,
,
,849
,
,44157
,
,
,
,
,
,
,
,
,
,43426
,
,1842
,
,
,45909
,
,
,
,
,41732
,46253
,39762
,
,
OLFML2A,27270
,44999
,
,
,30945
,
,
,31342
,47783
,1841
,43295
,13846
,
,
,
,
,1847
,
,
,46347
,
,46859
,
,
,
,49521
,
,
,
,
,
,19257
,
,46370
,39342
,46433
,
,48713
,48600
USP16,12614
,
,20196
ESCO1,24645
,
,
,
RBFOX3,27097
,
,
ZMYM2,12989
,43868
,
,4946
,48500
,
,46586
NUSAP1,18538
,38236
FBXL22,27537
,
,
,26875
WDR38,23745
,41899
,
,
,29403
,
,
,
,48719
,
,49522
,
,
,
,10233
,
,39758
,49523
,10232
,10155
,32656
ENPP7,23764
,
,48718
,
,32657
,
,36409
,
,
SMARCA2,11098
,
,
,
,9562
RPL35,10344
,16529
,
,
HLA-DOA,4936
,45701
,
,
,
,
RASSF1,9882
,
,38987
,
,31582
,30472
,
,
,41343
,45158
,
,
,43391
,
,36814
,32171
CBX2,1552
,9289
,
,
,
DAXX,2681
,
,
,
,33460
,
,
,29699
,
,29733
,5251
ARPC5L,23366
,13976
,47659
,19394
,
,38566
C20ORF197,26601
,19252
,43532
,40595
,
,
,
,
,32904
,
,41311
,
,
CBX8,15962
,
,
,
,
,49096
,10339
,16301
,
,44992
,43185
,
,4939
,
,41801
,
,
,
,
,
,
,25046
ZNF70,13140
,
,
,
,
,
,
,
,
,
,
,13947
,
SNRPD1,11158
,
,39454
VPREB3,12710
,
,
,
,35334
,36283
,
,
,41803
,3207
,
,4941
,
USP8,12631
,46694
,
,
CDH4,1763
DKFZP434K1130,1763
,
,
,4252
,
ZNF716,32458
,
GOLGA1,4424
,
,
,
,
,39968
C22ORF15,15558
,36921
,42097
PPP1R3B,14942
,37895
,
,46365
,
,
,13846
,
,
,48546
ASIC5,
,
,
,32654
HERC1,4867
,38300
,41882
,
,36523
,37348
,16603
,
,43186
,
,
,
,
,
ABHD3,18718
,
,45897
,46132
,20196
,
,
,
,7921
,45771
,
,
TDO2,11708
,10245
HLA-DPA1,4938
,
,
CHCHD10,15559
,47408
,31123
,
,
,46696
,
,
,46210
,
,
,
,37439
,
,16530
,
,
PCK1,8724
,48191
,
,
,7589
,
,
,
GJA3,4277
,
,
,
CTSO,2542
,41352
,
,
,
,
DYM,21317
,
,41328
,
,
,
,
,39698
,43384
,
,
,48545
GJB2,4284
,
,2437
,31463
,16302
,
,
,
,
,39075
UNC45A,30594
,
,39636
PIN4,8992
PAR14,8992
,
,
,21069
,
,
,48625
,
,36246
,
,8637
,46631
,
,
MMP11,7157
,
,33460
,
,16757
,45938
,
,
,
,
,
,47412
,15835
,
KIFC1,6389
,
,21286
,47981
,
,
,
PDE3B,8779
,
,
,
,
,
,
,27250
,
,17227
,44167
,
,
GJB6,4288
,
,
,
,
,17864
,
,
,
,
,
,
,44364
,48804
,48266
,
,36396
SCAI,26709
C9ORF126,26709
,
,
,
,
,45783
,
CCT8,1623
,
,142
,
,
,
,46721
,46401
SNURF,
,
,
,
,
,47105
,
,32914
,
,
,
,32915
,
,
,47863
,35300
TNKS,11941
,
,
,
,
,41692
TAF4,11537
,43019
,42109
VLDLR,12698
,45824
,
,
,
ERCC6L,20794
,
,33393
,
,46682
,
,
,16246
,32884
,
,
,39509
,
,29279
,
,
,
,23676
,35976
,
,46720
,
,
,47706
CRYL1,18246
,
,
,16596
,28597
,
,
,
,32355
DAPK2,2675
,48214
,
,
NDUFAF1,18828
,46584
,
,
,
,1647
,
HLA-DPB1,4940
,45023
,16250
,
,47602
,
,
,
,
,46459
,
SMARCB1,11103
,45021
RPS4X,10424
,39332
,45680
,
,
,48585
,
,42110
,
,
C18ORF32,31690
,1265
,
,36217
,
,
,
,
,
,
,
,35866
,49505
,
,6432
CYP2R1,20580
,
,10567
,23182
,
,
,
,
,38935
,48000
,47998
,
,
,
,
,43496
,43187
,
,
,
,31893
,16548
,
,
,
,38602
,
GNRH2,4420
,
,
PPP6C,9323
,
,
,
,
,
,
,
,
,
,46047
RTF1,28996
,
,44481
BAG6,13919
MIB1,21086
,
,
,43811
ZBP1,16176
,
,38601
,
,47881
,
,
,
,17226
,
,
,
,
,
,47302
,
,47759
,
,
,
,39264
,
,
,
,
,
,
,
,11400
,
,
,
,
,
,
,
,38603
,16568
,
,
,
,
,
FAM96A,26235
,
,48889
,38043
,
,38592
,38607
DERL3,14236
,
,46184
,45063
,43385
,
,
,37694
,31411
,
,
,15838
,
,44961
,
,
KCNV2,19698
,
,38977
,
,34283
,
,
,16567
,31734
,43836
,16161
,
,
,
,46937
,
,
,
,
,
RPL17,44661
MRPS26,14045
,16547
,
,41591
,
,31556
,
,2276
,48250
,
,
,37971
,
OXT,8528
,
,
,
,
,
,
,16342
,17132
,
,
,17131
LSM14B,15887
,
,
,10182
,39642
,20079
,
,
,
AVP,894
RABEPK,16896
,25342
PPAPDC1B,25026
,
,
,
,
ACTG1,144
ACT,144
,
,
,45934
,
,38937
,7119
,
,
SLC35A2,11022
,12588
,35371
,48757
,
,36375
,
,
,45966
,
,
,
,
KIAA0020,29676
,
,
,34344
,27514
,
,
,35676
,46965
,
,23840
,
,
,
,
,26519
,
,
,
,35279
,8649
,
,46951
IFT88,20606
,
,
,
,
,
,
,
,47807
,25485
,
,39929
,
,
,
,45757
,
,
,41920
,
,
,2283
,
,
,
,41921
,
,
,
,35611
,16423
,
,38560
,
,37791
,
,
,40614
,
,
,44956
,
,
,
,
,39180
,
,
,38943
,39922
,41680
,46259
,
,
HSPA5,5238
,
,
,
,
,47342
,48362
,
,
,23772
,
,
MAP3K7CL,16457
HC21ORF7,16457
,
,
,
,16546
,
,
,
,47460
SNURF,11171
,35359
,47526
,31638
,
,47338
,
,
,
,
,23775
,
,
,
,43818
,
,
,
,
,
,47458
,
,44895
,
,
,26871
,45707
,47439
,16552
,
,
,
,43386
,4988
,
,45626
,43190
,46921
,
,
,
,
,
,46810
,
,31634
,
,45949
,
,
,
,41620
PMEPA1,14107
TMEPAI,14107
,
MSRA,7377
,27930
,27657
,
,
,19250
,39286
,
,31058
,
,
,
,45678
,
,
,16561
,
,
,45988
,39761
,
,
IL17D,5984
,
SNX1,11172
,16092
,
,18240
,45273
,
,48529
,
,
,31339
,
,42408
,
SLC2A11,14239
,
,
,31338
,
TRPM7,17994
,
,29487
TAPT1,26887
,
,
,4970
N6AMT2,27351
,45819
RPL17,10307
,
,
,
,
PIM2,8987
,
,
,45274
,
,43591
,
,
,
,33101
,
,
,
PSMA7,9536
,35157
,
,33132
,2628
,
,
,
,
,
,
UBE3A,12496
,
,31337
,
C8ORF59,32235
,
,
,
,38395
,37310
,
,10105
,33573
,
,39084
BACH1,935
,32708
,
C20ORF85,16216
,46213
,
RFX3,9984
,16551
,31602
,47882
,
,34168
,
,
,19406
,
,
,
,
,46091
,31336
,
,47016
,
,36757
,
,
,
,21633
,
,
,
,16604
,47175
,
,23103
,
,47110
,
,27846
,
,44307
,
,45081
,
,
,
,48895
,14408
,
PLTP,9093
,
,
,43736
,
,7092
,
ITPKA,6178
,
,
,
,23684
,
,
,21364
,
,46444
ANKRD60,16217
,
,24508
,21632
,
XPO4,17796
,45811
,
,37441
,21631
,
,
,
,
