# docId	topicIri	latestSearchDate	lastUpdated	lastAuthor	context	contextIri	release	releaseDate	gene	geneOmim	disease	omim	status-overall	status-stg1	status-stg2	status-scoring	outcome	outcomeScoringGroup	intervention	interventionScoringGroup	severity	likelihood	natureOfIntervention	effectiveness	overall
AC1020	/AC1020	Mon Oct 12 00:00:00 UTC 2020	Mon, 29 Mar 2021 20:44:56 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1020	1.0.1	Mon, 29 Mar 2021 00:00:00 -0000	PIK3R1	171833	SHORT syndrome	269880	Released	Complete	Complete	Complete	Morbidity due to underlying lipodystrophy-related disorders of glucose and lipid metabolism	GroupA	Optimal metabolic control (including management of hyperglycemia, hyperlipidemia, and lipodystrophy)	GroupA	1	3C	3	2C	9CC
AC150	/AC150	Tue Mar 10 00:00:00 UTC 2015	Fri, 15 Jan 2021 20:45:35 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC150	1.1.2	Fri, 15 Jan 2021 00:00:00 -0000	MAX	154950	Paragangliomas 1, 2, 3, 4, 5; Pheochromocytoma	171300	Released	Complete	Complete	Complete	Paraganglioma development	GroupA	Surveillance	GroupA	2	3C	3	3B	11CB
AC150	/AC150	Tue Mar 10 00:00:00 UTC 2015	Fri, 15 Jan 2021 20:45:35 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC150	1.1.2	Fri, 15 Jan 2021 00:00:00 -0000	SDHA	600857	Paragangliomas 1, 2, 3, 4, 5; Pheochromocytoma	614165	Released	Complete	Complete	Complete	Paraganglioma development	GroupA	Surveillance	GroupA	2	3C	3	3B	11CB
AC150	/AC150	Tue Mar 10 00:00:00 UTC 2015	Fri, 15 Jan 2021 20:45:35 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC150	1.1.2	Fri, 15 Jan 2021 00:00:00 -0000	SDHAF2	613019	Paragangliomas 1, 2, 3, 4, 5; Pheochromocytoma	601650	Released	Complete	Complete	Complete	Paraganglioma development	GroupA	Surveillance	GroupA	2	3C	3	3B	11CB
AC150	/AC150	Tue Mar 10 00:00:00 UTC 2015	Fri, 15 Jan 2021 20:45:35 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC150	1.1.2	Fri, 15 Jan 2021 00:00:00 -0000	SDHB	185470	Paragangliomas 1, 2, 3, 4, 5; Pheochromocytoma	115310	Released	Complete	Complete	Complete	Paraganglioma development	GroupA	Surveillance	GroupA	2	3C	3	3B	11CB
AC150	/AC150	Tue Mar 10 00:00:00 UTC 2015	Fri, 15 Jan 2021 20:45:35 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC150	1.1.2	Fri, 15 Jan 2021 00:00:00 -0000	SDHC	602413	Paragangliomas 1, 2, 3, 4, 5; Pheochromocytoma	605373	Released	Complete	Complete	Complete	Paraganglioma development	GroupA	Surveillance	GroupA	2	3C	3	3B	11CB
AC150	/AC150	Tue Mar 10 00:00:00 UTC 2015	Fri, 15 Jan 2021 20:45:35 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC150	1.1.2	Fri, 15 Jan 2021 00:00:00 -0000	SDHD	602690	Paragangliomas 1, 2, 3, 4, 5; Pheochromocytoma	168000	Released	Complete	Complete	Complete	Paraganglioma development	GroupA	Surveillance	GroupA	2	3C	3	3B	11CB
AC150	/AC150	Tue Mar 10 00:00:00 UTC 2015	Fri, 15 Jan 2021 20:45:35 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC150	1.1.2	Fri, 15 Jan 2021 00:00:00 -0000	TMEM127	613403	Paragangliomas 1, 2, 3, 4, 5; Pheochromocytoma	171300	Released	Complete	Complete	Complete	Paraganglioma development	GroupA	Surveillance	GroupA	2	3C	3	3B	11CB
AC095	/AC095	Wed Sep 14 00:00:00 UTC 2016	Wed, 19 Aug 2020 18:52:09 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC095	1.2.1	Wed, 19 Aug 2020 00:00:00 -0000	HMBS	609806	Acute Intermittent Porphyria	176000	Released	Complete	Complete	Complete	Neurovisceral attacks	GroupA	Optimal clinical management to reduce risk of attacks (e.g., avoidance of harmful medications, dietary advice, treatment of infections, avoidance of smoking/alcohol)	GroupA	2	2C	3	2B	9CB
AC095	/AC095	Wed Sep 14 00:00:00 UTC 2016	Wed, 19 Aug 2020 18:52:09 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC095	1.2.1	Wed, 19 Aug 2020 00:00:00 -0000	HMBS	609806	Acute Intermittent Porphyria	176000	Released	Complete	Complete	Complete	Hepatocellular carcinoma	GroupA	Liver US surveillance	GroupA	2	2C	3	3C	10CC
AC095	/AC095	Wed Sep 14 00:00:00 UTC 2016	Wed, 19 Aug 2020 18:52:09 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC095	1.2.1	Wed, 19 Aug 2020 00:00:00 -0000	HMBS	609806	Acute Intermittent Porphyria	176000	Released	Complete	Complete	Complete	Morbidity of acute attacks	GroupA	Optimal treatment (Hemin) in the event of an attack	GroupA	2	2C	3	3B	10CB
AC1012	/AC1012	Tue Jul 09 00:00:00 UTC 2019	Wed, 19 Aug 2020 23:09:06 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1012	1.0.1	Wed, 19 Aug 2020 00:00:00 -0000	SPRED1	609291	Legius syndrome	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC127	/AC127	Tue Sep 19 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:44:57 -0000	Goddard Katrina	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC127	1.1.1	Thu, 16 Apr 2020 00:00:00 -0000	ATM	607585	Breast Cancer	114480	Released	Incomplete	Complete	Complete	Breast Cancer (ATM)	GroupA	Chemoprevention	GroupA	2	2A	2	2B	8AB
AC127	/AC127	Tue Sep 19 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:44:57 -0000	Goddard Katrina	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC127	1.1.1	Thu, 16 Apr 2020 00:00:00 -0000	CHEK2	604373	Breast Cancer	114480	Released	Incomplete	Complete	Complete	Breast Cancer (ATM)	GroupA	Chemoprevention	GroupA	2	2A	2	2B	8AB
AC127	/AC127	Tue Sep 19 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:44:57 -0000	Goddard Katrina	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC127	1.1.1	Thu, 16 Apr 2020 00:00:00 -0000	ATM	607585	Breast Cancer	114480	Released	Incomplete	Complete	Complete	Breast Cancer (ATM)	GroupA	Surveillance	GroupA	2	2A	3	2B	9AB
AC127	/AC127	Tue Sep 19 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:44:57 -0000	Goddard Katrina	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC127	1.1.1	Thu, 16 Apr 2020 00:00:00 -0000	CHEK2	604373	Breast Cancer	114480	Released	Incomplete	Complete	Complete	Breast Cancer (ATM)	GroupA	Surveillance	GroupA	2	2A	3	2B	9AB
AC127	/AC127	Tue Sep 19 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:44:57 -0000	Goddard Katrina	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC127	1.1.1	Thu, 16 Apr 2020 00:00:00 -0000	ATM	607585	Breast Cancer	114480	Released	Incomplete	Complete	Complete	Breast cancer (CHEK2)	GroupA	Chemoprevention	GroupA	2	2C	2	2B	8CB
AC127	/AC127	Tue Sep 19 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:44:57 -0000	Goddard Katrina	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC127	1.1.1	Thu, 16 Apr 2020 00:00:00 -0000	CHEK2	604373	Breast Cancer	114480	Released	Incomplete	Complete	Complete	Breast cancer (CHEK2)	GroupA	Chemoprevention	GroupA	2	2C	2	2B	8CB
AC127	/AC127	Tue Sep 19 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:44:57 -0000	Goddard Katrina	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC127	1.1.1	Thu, 16 Apr 2020 00:00:00 -0000	ATM	607585	Breast Cancer	114480	Released	Incomplete	Complete	Complete	Breast cancer (CHEK2)	GroupA	Surveillance	GroupA	2	2C	3	2B	9CB
AC127	/AC127	Tue Sep 19 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:44:57 -0000	Goddard Katrina	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC127	1.1.1	Thu, 16 Apr 2020 00:00:00 -0000	CHEK2	604373	Breast Cancer	114480	Released	Incomplete	Complete	Complete	Breast cancer (CHEK2)	GroupA	Surveillance	GroupA	2	2C	3	2B	9CB
AC1005	/AC1005	Thu Jan 30 00:00:00 UTC 2020	Fri, 14 May 2021 20:46:04 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1005	1.0.0	Fri, 14 May 2021 00:00:00 -0000	FGFR3	134934	Achondroplasia	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC1011	/AC1011	Tue Dec 03 00:00:00 UTC 2019	Wed, 19 Aug 2020 23:00:10 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1011	1.0.1	Wed, 19 Aug 2020 00:00:00 -0000	DHCR7	602858	Smith-Lemli-Optiz Syndrome	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC1022	/AC1022	Sat Dec 26 00:00:00 UTC 2020	Thu, 12 Aug 2021 23:37:31 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1022	1.0.1	Thu, 12 Aug 2021 00:00:00 -0000	CPT2	600650	Carnitine palmitoyltransferase II deficiency	255110	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Metabolic management (dietary management and illness protocols)	GroupA	1	3C	3	0D	7CD
AC1022	/AC1022	Sat Dec 26 00:00:00 UTC 2020	Thu, 12 Aug 2021 23:37:31 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1022	1.0.1	Thu, 12 Aug 2021 00:00:00 -0000	CPT2	600650	Carnitine palmitoyltransferase II deficiency	600649	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Metabolic management (dietary management and illness protocols)	GroupA	1	3C	3	0D	7CD
AC1022	/AC1022	Sat Dec 26 00:00:00 UTC 2020	Thu, 12 Aug 2021 23:37:31 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1022	1.0.1	Thu, 12 Aug 2021 00:00:00 -0000	CPT2	600650	Carnitine palmitoyltransferase II deficiency	608836	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Metabolic management (dietary management and illness protocols)	GroupA	1	3C	3	0D	7CD
AC1022	/AC1022	Sat Dec 26 00:00:00 UTC 2020	Thu, 12 Aug 2021 23:37:31 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1022	1.0.1	Thu, 12 Aug 2021 00:00:00 -0000	CPT2	600650	Carnitine palmitoyltransferase II deficiency	255110	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Triheptanoin treatment	GroupA	1	3C	2	2N	8CN
AC1022	/AC1022	Sat Dec 26 00:00:00 UTC 2020	Thu, 12 Aug 2021 23:37:31 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1022	1.0.1	Thu, 12 Aug 2021 00:00:00 -0000	CPT2	600650	Carnitine palmitoyltransferase II deficiency	600649	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Triheptanoin treatment	GroupA	1	3C	2	2N	8CN
AC1022	/AC1022	Sat Dec 26 00:00:00 UTC 2020	Thu, 12 Aug 2021 23:37:31 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1022	1.0.1	Thu, 12 Aug 2021 00:00:00 -0000	CPT2	600650	Carnitine palmitoyltransferase II deficiency	608836	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Triheptanoin treatment	GroupA	1	3C	2	2N	8CN
AC1004	/AC1004	Tue Aug 06 00:00:00 UTC 2019	Mon, 29 Mar 2021 21:58:37 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1004	1.0.2	Mon, 29 Mar 2021 00:00:00 -0000	PRKAR1A	188830	Carney Complex	160980	Released	Complete	Complete	Complete	Morbidity and mortality from cardiac myxomas	GroupA	Cardiac imaging to detect and guide excision of tumors	GroupA	3	3C	3	3N	12CN
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	BRAF	164757	Noonan syndrome	613706	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	KRAS	190070	Noonan syndrome	609942	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	NRAS	164790	Noonan syndrome	613224	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	PTPN11	176876	Noonan syndrome	163950	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	RAF1	164760	Noonan syndrome	611553	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	RIT1	609591	Noonan syndrome	615355	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	SOS1	182530	Noonan syndrome	610733	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	SOS2	601247	Noonan syndrome	616559	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC061	/AC061	Tue Sep 15 00:00:00 UTC 2015	Mon, 27 Apr 2020 21:33:21 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC061	1.2.1	Mon, 27 Apr 2020 00:00:00 -0000	FH	136850	Hereditary Leiomyomatosis and Renal Cell Cancer	150800	Released	Complete	Complete	Complete	Renal cancer	GroupA	Surveillance	GroupA	2	2C	3	2C	9CC
AC061	/AC061	Tue Sep 15 00:00:00 UTC 2015	Mon, 27 Apr 2020 21:33:21 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC061	1.2.1	Mon, 27 Apr 2020 00:00:00 -0000	FH	136850	Hereditary Leiomyomatosis and Renal Cell Cancer	150800	Released	Complete	Complete	Complete	Advanced uterine pathology	GroupA	Annual GYN exam	GroupA	1	3C	3	2C	9CC
AC1002	/AC1002	Mon Dec 17 00:00:00 UTC 2018	Wed, 19 Aug 2020 22:32:31 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1002	1.1.2	Wed, 19 Aug 2020 00:00:00 -0000	ALDH7A1	107323	Pyridoxine-dependent epilepsy	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC1038	/AC1038	Sat May 29 00:00:00 UTC 2021	Mon, 04 Oct 2021 19:43:08 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1038	(ERR: Missing)	Mon, 04 Oct 2021 00:00:00 -0000	F7	613878	Factor VII deficiency	227500	Released	Complete	Complete	Complete	Bleeding complications with pregnancy, procedures or trauma	GroupA	Development and implementation of comprehensive management plan by hematology team based on activity levels and bleeding history	GroupA	2	3C	3	2B	10CB
AC056	/AC056	Mon Aug 14 00:00:00 UTC 2017	Wed, 22 Apr 2020 21:17:11 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC056	2.1.1	Wed, 22 Apr 2020 00:00:00 -0000	ACTC1	102540	Familial Hypertrophic Cardiomyopathy	612098	Released	Complete	Complete	Complete	Sudden Cardiac Death	GroupA	ICD Implantation	GroupA	3	2N	2	3N	10NN
AC056	/AC056	Mon Aug 14 00:00:00 UTC 2017	Wed, 22 Apr 2020 21:17:11 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC056	2.1.1	Wed, 22 Apr 2020 00:00:00 -0000	CSRP3	600824	Familial Hypertrophic Cardiomyopathy	612124	Released	Complete	Complete	Complete	Sudden Cardiac Death	GroupA	ICD Implantation	GroupA	3	2N	2	3N	10NN
AC056	/AC056	Mon Aug 14 00:00:00 UTC 2017	Wed, 22 Apr 2020 21:17:11 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC056	2.1.1	Wed, 22 Apr 2020 00:00:00 -0000	MYBPC3	600958	Familial Hypertrophic Cardiomyopathy	115197	Released	Complete	Complete	Complete	Sudden Cardiac Death	GroupA	ICD Implantation	GroupA	3	2N	2	3N	10NN
AC056	/AC056	Mon Aug 14 00:00:00 UTC 2017	Wed, 22 Apr 2020 21:17:11 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC056	2.1.1	Wed, 22 Apr 2020 00:00:00 -0000	MYH7	160760	Familial Hypertrophic Cardiomyopathy	192600	Released	Complete	Complete	Complete	Sudden Cardiac Death	GroupA	ICD Implantation	GroupA	3	2N	2	3N	10NN
AC056	/AC056	Mon Aug 14 00:00:00 UTC 2017	Wed, 22 Apr 2020 21:17:11 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC056	2.1.1	Wed, 22 Apr 2020 00:00:00 -0000	MYL2	160781	Familial Hypertrophic Cardiomyopathy	608758	Released	Complete	Complete	Complete	Sudden Cardiac Death	GroupA	ICD Implantation	GroupA	3	2N	2	3N	10NN
AC056	/AC056	Mon Aug 14 00:00:00 UTC 2017	Wed, 22 Apr 2020 21:17:11 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC056	2.1.1	Wed, 22 Apr 2020 00:00:00 -0000	MYL3	160790	Familial Hypertrophic Cardiomyopathy	608751	Released	Complete	Complete	Complete	Sudden Cardiac Death	GroupA	ICD Implantation	GroupA	3	2N	2	3N	10NN
AC056	/AC056	Mon Aug 14 00:00:00 UTC 2017	Wed, 22 Apr 2020 21:17:11 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC056	2.1.1	Wed, 22 Apr 2020 00:00:00 -0000	PRKAG2	602743	Familial Hypertrophic Cardiomyopathy	600858	Released	Complete	Complete	Complete	Sudden Cardiac Death	GroupA	ICD Implantation	GroupA	3	2N	2	3N	10NN
AC056	/AC056	Mon Aug 14 00:00:00 UTC 2017	Wed, 22 Apr 2020 21:17:11 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC056	2.1.1	Wed, 22 Apr 2020 00:00:00 -0000	TNNI3	191044	Familial Hypertrophic Cardiomyopathy	613690	Released	Complete	Complete	Complete	Sudden Cardiac Death	GroupA	ICD Implantation	GroupA	3	2N	2	3N	10NN
AC056	/AC056	Mon Aug 14 00:00:00 UTC 2017	Wed, 22 Apr 2020 21:17:11 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC056	2.1.1	Wed, 22 Apr 2020 00:00:00 -0000	TNNT2	191045	Familial Hypertrophic Cardiomyopathy	115195	Released	Complete	Complete	Complete	Sudden Cardiac Death	GroupA	ICD Implantation	GroupA	3	2N	2	3N	10NN
AC056	/AC056	Mon Aug 14 00:00:00 UTC 2017	Wed, 22 Apr 2020 21:17:11 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC056	2.1.1	Wed, 22 Apr 2020 00:00:00 -0000	TPM1	191010	Familial Hypertrophic Cardiomyopathy	115196	Released	Complete	Complete	Complete	Sudden Cardiac Death	GroupA	ICD Implantation	GroupA	3	2N	2	3N	10NN
